Time,T_V1,WMZ_NEBEN,F_R121,S1,S2
01.01.2013 00:00:00,"21,05",24876800,0,15761200,2503000
01.01.2013 00:10:00,"21,05",24877000,0,15761200,2503000
01.01.2013 00:20:00,"21,035",24877200,0,15761200,2503000
01.01.2013 00:30:00,"21,02",24877400,0,15761200,2503000
01.01.2013 00:40:00,"21,01",24877600,0,15761200,2503000
01.01.2013 00:50:00,21,24877800,0,15761200,2503000
01.01.2013 01:00:00,21,24878000,0,15761200,2503000
01.01.2013 01:10:00,21,24878100,0,15761200,2503000
01.01.2013 01:20:00,21,24878300,0,15761200,2503000
01.01.2013 01:30:00,21,24878500,1,15761200,2503000
01.01.2013 01:40:00,21,24878700,1,15761200,2503000
01.01.2013 01:50:00,21,24878900,1,15761200,2503000
01.01.2013 02:00:00,"20,985",24879100,1,15761200,2503000
01.01.2013 02:10:00,"20,985",24879300,1,15761200,2503000
01.01.2013 02:20:00,21,24879500,1,15761200,2503000
01.01.2013 02:30:00,"20,985",24879700,1,15761200,2503000
01.01.2013 02:40:00,"20,985",24879900,1,15761200,2503000
01.01.2013 02:50:00,21,24880100,1,15761200,2503000
01.01.2013 03:00:00,"20,975",24880300,1,15761200,2503000
01.01.2013 03:10:00,"20,96",24880500,1,15761200,2503000
01.01.2013 03:20:00,"20,97",24880700,1,15761200,2503000
01.01.2013 03:30:00,"20,97",24880900,1,15761200,2503000
01.01.2013 03:40:00,"20,97",24881200,1,15761200,2503000
01.01.2013 03:50:00,"20,97",24881400,1,15761200,2503000
01.01.2013 04:00:00,"20,96",24881600,1,15761200,2503000
01.01.2013 04:10:00,"20,95",24881800,1,15761200,2503000
01.01.2013 04:20:00,"20,95",24881900,1,15761200,2503000
01.01.2013 04:30:00,"20,985",24882200,1,15761200,2503000
01.01.2013 04:40:00,"21,06",24882600,1,15761200,2503000
01.01.2013 04:50:00,"21,068",24882800,1,15761200,2503000
01.01.2013 05:00:00,"21,002",24883000,1,15761200,2503000
01.01.2013 05:10:00,"20,895",24883200,1,15761200,2503000
01.01.2013 05:20:00,"20,78",24883400,1,15761200,2503000
01.01.2013 05:30:00,"20,7",24883600,1,15761200,2503000
01.01.2013 05:40:00,"20,66",24884000,1,15761200,2503000
01.01.2013 05:50:00,"20,74",24884300,0,15761200,2503000
01.01.2013 06:00:00,"20,855",24884600,0,15761200,2503000
01.01.2013 06:10:00,"20,89",24885000,0,15761200,2503000
01.01.2013 06:20:00,"20,93",24885300,0,15761400,2503000
01.01.2013 06:30:00,"20,905",24885600,0,15761500,2503000
01.01.2013 06:40:00,"20,84",24886000,0,15761700,2503000
01.01.2013 06:50:00,"20,855",24886300,0,15761800,2503000
01.01.2013 07:00:00,"20,92",24886700,0,15762000,2503000
01.01.2013 07:10:00,"20,97",24887000,0,15762000,2503000
01.01.2013 07:20:00,"20,995",24887400,0,15762000,2503000
01.01.2013 07:30:00,"20,97",24887700,0,15762000,2503000
01.01.2013 07:40:00,"20,895",24888000,0,15762000,2503000
01.01.2013 07:50:00,"20,87",24888400,0,15762000,2503000
01.01.2013 08:00:00,"20,945",24888700,0,15762000,2503000
01.01.2013 08:10:00,"21,01",24889000,0,15762000,2503000
01.01.2013 08:20:00,"21,025",24889400,0,15762000,2503000
01.01.2013 08:30:00,21,24889700,0,15762000,2503000
01.01.2013 08:40:00,"20,92",24890000,1,15762000,2503000
01.01.2013 08:50:00,"20,89",24890300,1,15762000,2503000
01.01.2013 09:00:00,"20,955",24890700,1,15762000,2503000
01.01.2013 09:10:00,"21,01",24891000,1,15762000,2503000
01.01.2013 09:20:00,"21,04",24891300,1,15762000,2503000
01.01.2013 09:30:00,"21,015",24891600,1,15762000,2503000
01.01.2013 09:40:00,"20,92",24892000,1,15762000,2503000
01.01.2013 09:50:00,"20,92",24892300,1,15762000,2503000
01.01.2013 10:00:00,"20,985",24892600,1,15762000,2503000
01.01.2013 10:10:00,"21,01",24893000,1,15762000,2503000
01.01.2013 10:20:00,"21,04",24893300,1,15762000,2503000
01.01.2013 10:30:00,"21,025",24893600,1,15762000,2503000
01.01.2013 10:40:00,"20,93",24893900,1,15762000,2503000
01.01.2013 10:50:00,"20,93",24894200,1,15762000,2503000
01.01.2013 11:00:00,"21,01",24894550,1,15762000,2503000
01.01.2013 11:10:00,"21,035",24894900,0,15762000,2503000
01.01.2013 11:20:00,"21,05",24895200,0,15762000,2503000
01.01.2013 11:30:00,"21,025",24895600,0,15762000,2503000
01.01.2013 11:40:00,"20,945",24895900,0,15762000,2503000
01.01.2013 11:50:00,"20,935",24896200,0,15762000,2503000
01.01.2013 12:00:00,"21,015",24896500,0,15762000,2503000
01.01.2013 12:10:00,"21,065",24896800,0,15762000,2503000
01.01.2013 12:20:00,"21,065",24897100,0,15762000,2503000
01.01.2013 12:30:00,"21,025",24897400,0,15762000,2503000
01.01.2013 12:40:00,"20,945",24897700,0,15762000,2503000
01.01.2013 12:50:00,"20,92",24898000,0,15762000,2503000
01.01.2013 13:00:00,21,24898400,0,15762000,2503000
01.01.2013 13:10:00,"21,065",24898700,0,15762000,2503000
01.01.2013 13:20:00,"21,075",24899000,0,15762000,2503000
01.01.2013 13:30:00,"21,035",24899300,0,15762000,2503000
01.01.2013 13:40:00,"20,97",24899600,0,15762000,2503000
01.01.2013 13:50:00,"20,995",24899900,0,15762000,2503000
01.01.2013 14:00:00,"21,06",24900200,0,15762000,2503000
01.01.2013 14:10:00,"21,1",24900500,0,15762000,2503000
01.01.2013 14:20:00,"21,125",24900800,0,15762000,2503000
01.01.2013 14:30:00,"21,085",24901100,0,15762000,2503000
01.01.2013 14:40:00,"21,01",24901400,0,15762000,2503000
01.01.2013 14:50:00,"21,025",24901700,0,15762000,2503000
01.01.2013 15:00:00,"21,115",24902000,0,15762000,2503000
01.01.2013 15:10:00,"21,165",24902300,0,15762000,2503000
01.01.2013 15:20:00,"21,18",24902600,0,15762000,2503000
01.01.2013 15:30:00,"21,145",24902900,0,15762000,2503000
01.01.2013 15:40:00,"21,05",24903200,0,15762000,2503000
01.01.2013 15:50:00,"21,05",24903500,0,15762000,2503000
01.01.2013 16:00:00,"21,145",24903800,0,15762000,2503000
01.01.2013 16:10:00,"21,195",24904100,0,15762000,2503000
01.01.2013 16:20:00,"21,195",24904400,0,15762000,2503000
01.01.2013 16:30:00,"21,13",24904600,0,15762000,2503000
01.01.2013 16:40:00,"21,035",24905000,0,15762000,2503000
01.01.2013 16:50:00,"21,05",24905200,0,15762000,2503000
01.01.2013 17:00:00,"21,145",24905500,0,15762000,2503000
01.01.2013 17:10:00,"21,21",24905800,0,15762000,2503000
01.01.2013 17:20:00,"21,21",24906100,0,15762000,2503000
01.01.2013 17:30:00,"21,26",24906400,0,15762000,2503000
01.01.2013 17:40:00,"21,295",24906700,0,15762000,2503000
01.01.2013 17:50:00,"21,27",24907000,0,15762000,2503000
01.01.2013 18:00:00,"21,245",24907300,0,15762000,2503000
01.01.2013 18:10:00,"21,23",24907500,0,15762000,2503000
01.01.2013 18:20:00,"21,205",24907700,0,15762000,2503000
01.01.2013 18:30:00,"21,14",24908000,0,15762000,2503000
01.01.2013 18:40:00,"21,075",24908300,0,15762000,2503000
01.01.2013 18:50:00,"21,05",24908600,0,15762000,2503000
01.01.2013 19:00:00,"21,065",24908900,0,15762000,2503000
01.01.2013 19:10:00,"21,08",24909100,0,15762000,2503000
01.01.2013 19:20:00,"21,065",24909300,0,15762000,2503000
01.01.2013 19:30:00,"21,035",24909600,0,15762000,2503000
01.01.2013 19:40:00,"21,01",24909800,0,15762000,2503000
01.01.2013 19:50:00,21,24910100,0,15762000,2503000
01.01.2013 20:00:00,"21,01",24910400,0,15762000,2503000
01.01.2013 20:10:00,"21,02",24910700,0,15762000,2503000
01.01.2013 20:20:00,"21,02",24910900,0,15762000,2503000
01.01.2013 20:30:00,"21,02",24911100,0,15762000,2503000
01.01.2013 20:40:00,"21,02",24911300,0,15762000,2503000
01.01.2013 20:50:00,"21,01",24911600,0,15762000,2503000
01.01.2013 21:00:00,21,24911800,0,15762000,2503000
01.01.2013 21:10:00,"21,01",24912000,0,15762000,2503000
01.01.2013 21:20:00,"21,02",24912300,0,15762000,2503000
01.01.2013 21:30:00,"21,02",24912500,0,15762000,2503000
01.01.2013 21:40:00,"21,02",24912800,0,15762000,2503000
01.01.2013 21:50:00,"21,02",24913000,0,15762000,2503000
01.01.2013 22:00:00,"21,01",24913300,0,15762000,2503000
01.01.2013 22:10:00,21,24913500,0,15762000,2503000
01.01.2013 22:20:00,"21,01",24913800,0,15762000,2503000
01.01.2013 22:30:00,"21,01",24914000,0,15762000,2503000
01.01.2013 22:40:00,21,24914200,0,15762000,2503000
01.01.2013 22:50:00,21,24914500,0,15762000,2503000
01.01.2013 23:00:00,21,24914700,0,15762000,2503000
01.01.2013 23:10:00,21,24914900,0,15762000,2503000
01.01.2013 23:20:00,"20,985",24915200,0,15762000,2503000
01.01.2013 23:30:00,"20,97",24915400,0,15762000,2503000
01.01.2013 23:40:00,"20,97",24915600,0,15762000,2503000
01.01.2013 23:50:00,"20,985",24915900,0,15762000,2503000
02.01.2013 00:00:00,21,24916100,0,15762000,2503000
02.01.2013 00:10:00,21,24916300,0,15762000,2503000
02.01.2013 00:20:00,"20,985",24916600,0,15762000,2503000
02.01.2013 00:30:00,"20,97",24916800,0,15762000,2503000
02.01.2013 00:40:00,"20,96",24917000,0,15762000,2503000
02.01.2013 00:50:00,"20,95",24917300,0,15762000,2503000
02.01.2013 01:00:00,"20,935",24917500,0,15762000,2503000
02.01.2013 01:10:00,"20,935",24917800,0,15762000,2503000
02.01.2013 01:20:00,"20,935",24918000,0,15762000,2503000
02.01.2013 01:30:00,"20,92",24918200,0,15762000,2503000
02.01.2013 01:40:00,"20,935",24918400,0,15762000,2503000
02.01.2013 01:50:00,"20,95",24918700,0,15762000,2503000
02.01.2013 02:00:00,"20,95",24918900,0,15762000,2503000
02.01.2013 02:10:00,"20,935",24919100,0,15762000,2503000
02.01.2013 02:20:00,"20,935",24919400,0,15762000,2503000
02.01.2013 02:30:00,"20,935",24919600,0,15762000,2503000
02.01.2013 02:40:00,"20,92",24919900,0,15762000,2503000
02.01.2013 02:50:00,"20,92",24920100,0,15762000,2503000
02.01.2013 03:00:00,"20,92",24920400,0,15762000,2503000
02.01.2013 03:10:00,"20,92",24920600,0,15762000,2503000
02.01.2013 03:20:00,"20,92",24920800,0,15762000,2503000
02.01.2013 03:30:00,"20,92",24921000,0,15762000,2503000
02.01.2013 03:40:00,"20,92",24921300,0,15762000,2503000
02.01.2013 03:50:00,"20,92",24921500,0,15762000,2503000
02.01.2013 04:00:00,"20,92",24921800,0,15762000,2503000
02.01.2013 04:10:00,"20,92",24922000,0,15762000,2503000
02.01.2013 04:20:00,"20,905",24922200,0,15762000,2503000
02.01.2013 04:30:00,"20,93",24922500,0,15762000,2503000
02.01.2013 04:40:00,"20,995",24922700,0,15762000,2503000
02.01.2013 04:50:00,"20,975",24923000,0,15762000,2503000
02.01.2013 05:00:00,"20,885",24923250,0,15762000,2503000
02.01.2013 05:10:00,"20,8",24923500,0,15762000,2503000
02.01.2013 05:20:00,"20,725",24923700,0,15762000,2503000
02.01.2013 05:30:00,"20,65",24923900,0,15762000,2503000
02.01.2013 05:40:00,"20,635",24924200,0,15762000,2503000
02.01.2013 05:50:00,"20,71",24924600,0,15762000,2503000
02.01.2013 06:00:00,"20,79",24924900,0,15762000,2503000
02.01.2013 06:10:00,"20,845",24925200,0,15762100,2503000
02.01.2013 06:20:00,"20,895",24925600,0,15762200,2503000
02.01.2013 06:30:00,"20,88",24925900,0,15762400,2503000
02.01.2013 06:40:00,"20,855",24926200,0,15762500,2503000
02.01.2013 06:50:00,"20,91",24926600,0,15762700,2503000
02.01.2013 07:00:00,"20,985",24926900,1,15762800,2503000
02.01.2013 07:10:00,"21,035",24927300,1,15762800,2503100
02.01.2013 07:20:00,"21,075",24927600,1,15762800,2503100
02.01.2013 07:30:00,"21,06",24928000,1,15762800,2503200
02.01.2013 07:40:00,"21,01",24928300,1,15762800,2503300
02.01.2013 07:50:00,"21,05",24928600,1,15762800,2503400
02.01.2013 08:00:00,"21,125",24928900,1,15762800,2503500
02.01.2013 08:10:00,"21,15",24929300,1,15762800,2503600
02.01.2013 08:20:00,"21,165",24929600,1,15762800,2503800
02.01.2013 08:30:00,"21,155",24929900,1,15762800,2504000
02.01.2013 08:40:00,"21,115",24930200,1,15762800,2504200
02.01.2013 08:50:00,"21,155",24930600,1,15762800,2504400
02.01.2013 09:00:00,"21,235",24930900,0,15762800,2504700
02.01.2013 09:10:00,"21,27",24931200,0,15762800,2505000
02.01.2013 09:20:00,"21,295",24931500,0,15762800,2505300
02.01.2013 09:30:00,"21,26",24931800,0,15762800,2505600
02.01.2013 09:40:00,"21,21",24932200,0,15762800,2505800
02.01.2013 09:50:00,"21,275",24932500,0,15762800,2506100
02.01.2013 10:00:00,"21,35",24932800,0,15762800,2506400
02.01.2013 10:10:00,"21,36",24933200,0,15762800,2506600
02.01.2013 10:20:00,"21,36",24933500,0,15762800,2506800
02.01.2013 10:30:00,"21,32",24933800,0,15762800,2507000
02.01.2013 10:40:00,"21,28",24934100,0,15762800,2507100
02.01.2013 10:50:00,"21,328",24934400,0,15762800,2507300
02.01.2013 11:00:00,"21,422",24934700,0,15762800,2507400
02.01.2013 11:10:00,"21,455",24935000,0,15762800,2507500
02.01.2013 11:20:00,"21,415",24935300,0,15762800,2507700
02.01.2013 11:30:00,"21,365",24935600,0,15762800,2507800
02.01.2013 11:40:00,"21,34",24935900,0,15762800,2507900
02.01.2013 11:50:00,"21,405",24936200,0,15762800,2508100
02.01.2013 12:00:00,"21,47",24936500,0,15762800,2508200
02.01.2013 12:10:00,"21,47",24936800,0,15762800,2508400
02.01.2013 12:20:00,"21,495",24937100,0,15762800,2508500
02.01.2013 12:30:00,"21,465",24937400,0,15762800,2508600
02.01.2013 12:40:00,"21,4",24937700,0,15762800,2508700
02.01.2013 12:50:00,"21,4",24938000,0,15762800,2508900
02.01.2013 13:00:00,"21,45",24938300,0,15762800,2509000
02.01.2013 13:10:00,"21,49",24938600,0,15762800,2509100
02.01.2013 13:20:00,"21,48",24938900,0,15762800,2509300
02.01.2013 13:30:00,"21,44",24939200,0,15762800,2509400
02.01.2013 13:40:00,"21,41",24939500,0,15762800,2509600
02.01.2013 13:50:00,"21,465",24939800,0,15762800,2509700
02.01.2013 14:00:00,"21,53",24940100,0,15762800,2509800
02.01.2013 14:10:00,"21,555",24940300,0,15762800,2510000
02.01.2013 14:20:00,"21,555",24940600,0,15762800,2510100
02.01.2013 14:30:00,"21,505",24940900,0,15762800,2510300
02.01.2013 14:40:00,"21,43",24941200,0,15762800,2510500
02.01.2013 14:50:00,"21,48",24941600,0,15762800,2510700
02.01.2013 15:00:00,"21,555",24941900,0,15762800,2510800
02.01.2013 15:10:00,"21,57",24942200,0,15762800,2511000
02.01.2013 15:20:00,"21,57",24942500,0,15762800,2511200
02.01.2013 15:30:00,"21,505",24942800,0,15762800,2511300
02.01.2013 15:40:00,"21,47",24943100,0,15762800,2511500
02.01.2013 15:50:00,"21,52",24943400,0,15762800,2511700
02.01.2013 16:00:00,"21,585",24943600,0,15762800,2511900
02.01.2013 16:10:00,"21,585",24943900,0,15762800,2512100
02.01.2013 16:20:00,"21,555",24944200,0,15762800,2512400
02.01.2013 16:30:00,"21,475",24944500,0,15762800,2512600
02.01.2013 16:40:00,"21,41",24944800,0,15762800,2512900
02.01.2013 16:50:00,"21,465",24945000,0,15762800,2513100
02.01.2013 17:00:00,"21,545",24945300,0,15762800,2513300
02.01.2013 17:10:00,"21,57",24945600,0,15762800,2513600
02.01.2013 17:20:00,"21,57",24946000,0,15762800,2513800
02.01.2013 17:30:00,"21,61",24946300,0,15762800,2514000
02.01.2013 17:40:00,"21,625",24946600,0,15762800,2514200
02.01.2013 17:50:00,"21,585",24946800,0,15762800,2514300
02.01.2013 18:00:00,"21,545",24947000,0,15762800,2514500
02.01.2013 18:10:00,"21,495",24947200,0,15762800,2514600
02.01.2013 18:20:00,"21,455",24947500,0,15762800,2514600
02.01.2013 18:30:00,"21,415",24947700,0,15762800,2514700
02.01.2013 18:40:00,"21,365",24947900,0,15762800,2514700
02.01.2013 18:50:00,"21,34",24948100,0,15762800,2514700
02.01.2013 19:00:00,"21,325",24948300,0,15762800,2514700
02.01.2013 19:10:00,"21,295",24948600,0,15762800,2514700
02.01.2013 19:20:00,"21,28",24948800,0,15762800,2514700
02.01.2013 19:30:00,"21,28",24949000,0,15762800,2514700
02.01.2013 19:40:00,"21,255",24949200,0,15762800,2514700
02.01.2013 19:50:00,"21,23",24949400,0,15762800,2514700
02.01.2013 20:00:00,"21,23",24949600,0,15762800,2514700
02.01.2013 20:10:00,"21,23",24949800,0,15762800,2514700
02.01.2013 20:20:00,"21,22",24950000,0,15762800,2514700
02.01.2013 20:30:00,"21,21",24950300,0,15762800,2514700
02.01.2013 20:40:00,"21,195",24950500,0,15762800,2514700
02.01.2013 20:50:00,"21,165",24950700,0,15762800,2514700
02.01.2013 21:00:00,"21,15",24950900,0,15762800,2514700
02.01.2013 21:10:00,"21,14",24951100,0,15762800,2514700
02.01.2013 21:20:00,"21,13",24951300,0,15762800,2514700
02.01.2013 21:30:00,"21,13",24951500,0,15762800,2514700
02.01.2013 21:40:00,"21,14",24951600,0,15762800,2514700
02.01.2013 21:50:00,"21,125",24951800,0,15762800,2514700
02.01.2013 22:00:00,"21,115",24952000,0,15762800,2514700
02.01.2013 22:10:00,"21,13",24952200,0,15762800,2514700
02.01.2013 22:20:00,"21,13",24952400,0,15762800,2514700
02.01.2013 22:30:00,"21,13",24952500,0,15762800,2514700
02.01.2013 22:40:00,"21,13",24952700,0,15762800,2514700
02.01.2013 22:50:00,"21,13",24952900,0,15762800,2514700
02.01.2013 23:00:00,"21,13",24953000,0,15762800,2514700
02.01.2013 23:10:00,"21,115",24953200,0,15762800,2514700
02.01.2013 23:20:00,"21,115",24953400,0,15762800,2514700
02.01.2013 23:30:00,"21,115",24953600,0,15762800,2514700
02.01.2013 23:40:00,"21,1",24953800,0,15762800,2514700
02.01.2013 23:50:00,"21,1",24954000,0,15762800,2514700
03.01.2013 00:00:00,"21,1",24954200,0,15762800,2514700
03.01.2013 00:10:00,"21,09",24954400,0,15762800,2514700
03.01.2013 00:20:00,"21,08",24954600,0,15762800,2514700
03.01.2013 00:30:00,"21,065",24954800,0,15762800,2514700
03.01.2013 00:40:00,"21,05",24955000,0,15762800,2514700
03.01.2013 00:50:00,"21,05",24955200,0,15762800,2514700
03.01.2013 01:00:00,"21,035",24955400,0,15762800,2514700
03.01.2013 01:10:00,"21,02",24955600,0,15762800,2514700
03.01.2013 01:20:00,"21,02",24955800,0,15762800,2514700
03.01.2013 01:30:00,"21,02",24955900,0,15762800,2514700
03.01.2013 01:40:00,"21,02",24956100,0,15762800,2514700
03.01.2013 01:50:00,"21,035",24956300,0,15762800,2514700
03.01.2013 02:00:00,"21,05",24956600,0,15762800,2514700
03.01.2013 02:10:00,"21,05",24956800,0,15762800,2514700
03.01.2013 02:20:00,"21,035",24957000,0,15762800,2514700
03.01.2013 02:30:00,"21,035",24957200,0,15762800,2514700
03.01.2013 02:40:00,"21,035",24957400,0,15762800,2514700
03.01.2013 02:50:00,"21,02",24957600,0,15762800,2514700
03.01.2013 03:00:00,"21,02",24957800,0,15762800,2514700
03.01.2013 03:10:00,"21,02",24958000,0,15762800,2514700
03.01.2013 03:20:00,"20,995",24958200,0,15762800,2514700
03.01.2013 03:30:00,"20,985",24958500,0,15762800,2514700
03.01.2013 03:40:00,21,24958700,0,15762800,2514700
03.01.2013 03:50:00,21,24958900,1,15762800,2514700
03.01.2013 04:00:00,"20,985",24959100,1,15762800,2514700
03.01.2013 04:10:00,"20,97",24959300,1,15762800,2514700
03.01.2013 04:20:00,"20,97",24959600,1,15762800,2514700
03.01.2013 04:30:00,"20,97",24959800,1,15762800,2514700
03.01.2013 04:40:00,"20,97",24960000,1,15762800,2514700
03.01.2013 04:50:00,"20,96",24960300,0,15762800,2514700
03.01.2013 05:00:00,"20,92",24960500,0,15762800,2514700
03.01.2013 05:10:00,"20,88",24960800,0,15762800,2514700
03.01.2013 05:20:00,"20,855",24961000,0,15762800,2514700
03.01.2013 05:30:00,"20,855",24961200,0,15762800,2514700
03.01.2013 05:40:00,"20,87",24961400,0,15762800,2514700
03.01.2013 05:50:00,"20,87",24961700,0,15762800,2514700
03.01.2013 06:00:00,"20,88",24961900,0,15762800,2514700
03.01.2013 06:10:00,"20,89",24962200,0,15762800,2514700
03.01.2013 06:20:00,"20,89",24962400,0,15762800,2514700
03.01.2013 06:30:00,"20,88",24962600,0,15762800,2514700
03.01.2013 06:40:00,"20,855",24962900,0,15762800,2514700
03.01.2013 06:50:00,"20,84",24963100,0,15762800,2514700
03.01.2013 07:00:00,"20,84",24963300,0,15762800,2514700
03.01.2013 07:10:00,"20,815",24963600,0,15762800,2514700
03.01.2013 07:20:00,"20,815",24963800,0,15762800,2514700
03.01.2013 07:30:00,"20,815",24964100,0,15762800,2514700
03.01.2013 07:40:00,"20,805",24964400,0,15762800,2514700
03.01.2013 07:50:00,"20,82",24964700,0,15762800,2514700
03.01.2013 08:00:00,"20,845",24964900,0,15762800,2514700
03.01.2013 08:10:00,"20,87",24965100,0,15762800,2514700
03.01.2013 08:20:00,"20,855",24965400,0,15762800,2514700
03.01.2013 08:30:00,"20,83",24965600,0,15762800,2514700
03.01.2013 08:40:00,"20,805",24965800,0,15762800,2514700
03.01.2013 08:50:00,"20,79",24966000,0,15762800,2514700
03.01.2013 09:00:00,"20,805",24966300,0,15762800,2514700
03.01.2013 09:10:00,"20,82",24966500,0,15762800,2514700
03.01.2013 09:20:00,"20,82",24966800,0,15762800,2514700
03.01.2013 09:30:00,"20,805",24967000,0,15762800,2514700
03.01.2013 09:40:00,"20,765",24967300,0,15762800,2514700
03.01.2013 09:50:00,"20,765",24967500,0,15762800,2514700
03.01.2013 10:00:00,"20,805",24967800,0,15762800,2514700
03.01.2013 10:10:00,"20,82",24968000,0,15762800,2514700
03.01.2013 10:20:00,"20,82",24968300,0,15762800,2514700
03.01.2013 10:30:00,"20,805",24968600,0,15762800,2514700
03.01.2013 10:40:00,"20,79",24968900,0,15762800,2514700
03.01.2013 10:50:00,"20,798",24969100,0,15762800,2514700
03.01.2013 11:00:00,"20,812",24969350,0,15762800,2514700
03.01.2013 11:10:00,"20,82",24969600,0,15762800,2514700
03.01.2013 11:20:00,"20,82",24969800,0,15762800,2514700
03.01.2013 11:30:00,"20,805",24970000,0,15762800,2514700
03.01.2013 11:40:00,"20,79",24970200,0,15762800,2514700
03.01.2013 11:50:00,"20,79",24970400,0,15762800,2514700
03.01.2013 12:00:00,"20,79",24970600,0,15762800,2514700
03.01.2013 12:10:00,"20,79",24970900,0,15762800,2514700
03.01.2013 12:20:00,"20,79",24971100,0,15762800,2514700
03.01.2013 12:30:00,"20,775",24971300,0,15762800,2514700
03.01.2013 12:40:00,"20,76",24971500,0,15762800,2514700
03.01.2013 12:50:00,"20,775",24971800,0,15762800,2514700
03.01.2013 13:00:00,"20,805",24972000,0,15762800,2514700
03.01.2013 13:10:00,"20,82",24972200,0,15762800,2514700
03.01.2013 13:20:00,"20,82",24972400,0,15762800,2514700
03.01.2013 13:30:00,"20,82",24972700,0,15762800,2514700
03.01.2013 13:40:00,"20,82",24972900,0,15762800,2514700
03.01.2013 13:50:00,"20,805",24973200,0,15762800,2514700
03.01.2013 14:00:00,"20,815",24973400,0,15762800,2514700
03.01.2013 14:10:00,"20,84",24973600,0,15762800,2514700
03.01.2013 14:20:00,"20,84",24973900,0,15762800,2514700
03.01.2013 14:30:00,"20,84",24974100,0,15762800,2514700
03.01.2013 14:40:00,"20,84",24974300,0,15762800,2514700
03.01.2013 14:50:00,"20,84",24974500,0,15762800,2514700
03.01.2013 15:00:00,"20,855",24974700,0,15762800,2514700
03.01.2013 15:10:00,"20,87",24974900,0,15762800,2514700
03.01.2013 15:20:00,"20,87",24975100,0,15762800,2514700
03.01.2013 15:30:00,"20,855",24975400,0,15762800,2514700
03.01.2013 15:40:00,"20,84",24975600,0,15762800,2514700
03.01.2013 15:50:00,"20,84",24975800,0,15762800,2514700
03.01.2013 16:00:00,"20,84",24976000,0,15762800,2514700
03.01.2013 16:10:00,"20,855",24976300,0,15762800,2514700
03.01.2013 16:20:00,"20,87",24976500,0,15762800,2514700
03.01.2013 16:30:00,"20,845",24976700,0,15762800,2514700
03.01.2013 16:40:00,"20,82",24976900,0,15762800,2514700
03.01.2013 16:50:00,"20,82",24977100,0,15762800,2514700
03.01.2013 17:00:00,"20,83",24977300,0,15762800,2514700
03.01.2013 17:10:00,"20,855",24977500,0,15762800,2514700
03.01.2013 17:20:00,"20,855",24977700,0,15762800,2514700
03.01.2013 17:30:00,"20,84",24978000,0,15762800,2514700
03.01.2013 17:40:00,"20,84",24978200,0,15762800,2514700
03.01.2013 17:50:00,"20,84",24978400,0,15762800,2514700
03.01.2013 18:00:00,"20,84",24978600,0,15762800,2514700
03.01.2013 18:10:00,"20,855",24978900,0,15762800,2514700
03.01.2013 18:20:00,"20,855",24979100,0,15762800,2514700
03.01.2013 18:30:00,"20,84",24979400,0,15762800,2514700
03.01.2013 18:40:00,"20,83",24979600,0,15762800,2514700
03.01.2013 18:50:00,"20,82",24979800,0,15762800,2514700
03.01.2013 19:00:00,"20,82",24980100,0,15762800,2514700
03.01.2013 19:10:00,"20,805",24980300,0,15762800,2514700
03.01.2013 19:20:00,"20,805",24980600,0,15762800,2514700
03.01.2013 19:30:00,"20,805",24980800,0,15762800,2514700
03.01.2013 19:40:00,"20,79",24981100,0,15762800,2514700
03.01.2013 19:50:00,"20,79",24981300,0,15762800,2514700
03.01.2013 20:00:00,"20,775",24981500,0,15762800,2514700
03.01.2013 20:10:00,"20,79",24981800,0,15762800,2514700
03.01.2013 20:20:00,"20,805",24982000,0,15762800,2514700
03.01.2013 20:30:00,"20,805",24982200,0,15762800,2514700
03.01.2013 20:40:00,"20,805",24982400,0,15762800,2514700
03.01.2013 20:50:00,"20,79",24982600,0,15762800,2514700
03.01.2013 21:00:00,"20,79",24982900,0,15762800,2514700
03.01.2013 21:10:00,"20,79",24983100,0,15762800,2514700
03.01.2013 21:20:00,"20,79",24983400,0,15762800,2514700
03.01.2013 21:30:00,"20,79",24983600,0,15762800,2514700
03.01.2013 21:40:00,"20,79",24983800,0,15762800,2514700
03.01.2013 21:50:00,"20,79",24984100,0,15762800,2514700
03.01.2013 22:00:00,"20,79",24984300,0,15762800,2514700
03.01.2013 22:10:00,"20,775",24984500,0,15762800,2514700
03.01.2013 22:20:00,"20,76",24984800,0,15762800,2514700
03.01.2013 22:30:00,"20,76",24985000,0,15762800,2514700
03.01.2013 22:40:00,"20,76",24985200,0,15762800,2514700
03.01.2013 22:50:00,"20,75",24985400,0,15762800,2514700
03.01.2013 23:00:00,"20,74",24985600,0,15762800,2514700
03.01.2013 23:10:00,"20,74",24985800,0,15762800,2514700
03.01.2013 23:20:00,"20,725",24986000,0,15762800,2514700
03.01.2013 23:30:00,"20,71",24986200,0,15762800,2514700
03.01.2013 23:40:00,"20,71",24986500,0,15762800,2514700
03.01.2013 23:50:00,"20,725",24986700,0,15762800,2514700
04.01.2013 00:00:00,"20,75",24987000,0,15762800,2514700
04.01.2013 00:10:00,"20,75",24987200,0,15762800,2514700
04.01.2013 00:20:00,"20,725",24987400,0,15762800,2514700
04.01.2013 00:30:00,"20,71",24987700,0,15762800,2514700
04.01.2013 00:40:00,"20,71",24987900,0,15762800,2514700
04.01.2013 00:50:00,"20,71",24988100,0,15762800,2514700
